codigo,nombre,categoria,proveedor,precio_unidad,precio_10,precio_50,precio_100,precio_bulto,cantidad_bulto,observaciones,fuente_fila,activo
H1-2705,Bolsa Magia (violeta+negro+dorado+oro) o ( Negro + Plata) 18x23x11,BOLSAS KP FANTASIA,,1400,12500,,,110000,X 100,,2705,TRUE
H1-2706,Bolsa Magia (violeta+negro+dorado+oro) o ( Negro + Plata) 23x30x11,BOLSAS KP FANTASIA,,1700,15000,,,135000,x100,,2706,TRUE
H1-2708,Bolsa Zodiaco (azul +plata +plata) (violeta+dorado+oro) 18x23x11,BOLSAS KP FANTASIA,,1400,12500,,,110000,X 100,,2708,TRUE
H1-2709,Bolsa Zodiaco (azul +plata +plata) (violeta+dorado+oro) 23x30x11,BOLSAS KP FANTASIA,,1700,15000,,,135000,x100,,2709,TRUE
H1-2711,Bolsa Argentina (negro y oro + dorado) o (celeste y blanca + oro) 18x23x11,BOLSAS KP FANTASIA,,1400,12500,,,110000,X 100,,2711,TRUE
H1-2712,Bolsa Argentina (negro y oro + dorado) o (celeste y blanca + oro) 23x30x11,BOLSAS KP FANTASIA,,1700,15000,,,135000,X 100,,2712,TRUE
H1-2714,Bolsa Sweet pack 23x30x11 + tag,BOLSAS KP FANTASIA,,1300,11000,,,95000,x 100,,2714,TRUE
H1-2717,"Kp0 (9,5cm ancho x 6,0cm fuelle x 15,5cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,500,4000,17500,,62000,caja x 200 unid,,2717,TRUE
H1-2718,"Kp1 (12cm ancho x 6,0cm fuelle x 19,5cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,600,4500,18500,,33000,caja x 100 unid,,2718,TRUE
H1-2719,"Kp2 (16cm ancho x 8,0cm fuelle x 24cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,600,4600,20000,37600,68000,caja x 200 unid,,2719,TRUE
H1-2720,"Kp3 (19,7cm ancho x 9,0cm fuelle x 32,0cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,600,4700,21000,,35000,caja x 100 unid,,2720,TRUE
H1-2721,"Kp4 ( 26cm ancho x 12,5cm fuelle x 36cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,700,5000,22000,,39000,caja x 100 unid,,2721,TRUE
H1-2722,Kp5 ( 30cm ancho x 11cm fuelle x 41cm alto),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,700,5500,25000,,45000,caja x 100 unid,,2722,TRUE
H1-2723,"Kp7 ( 35cm ancho x 13,8cm fuelle x 47cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,800,6500,29500,,52000,caja x 100 unid,,2723,TRUE
H1-2724,Kp8 ( 40cm ancho x 15 cm fuelle x 38cm alto),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,900,7000,32500,,58000,caja x 100 unid,,2724,TRUE
H1-2725,Kp9 (45cm ancho x 15cm de fuelle x 50cm alto),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,1100,9500,43500,,77000,caja x 100 unid,,2725,TRUE
H1-2727,Bp0 Blancas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,,,caja x 200 unid,,2727,TRUE
H1-2728,Bp1 Blancas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,,,caja x 100 unid,,2728,TRUE
H1-2729,Bp2 Blancas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,,,caja x 100 unid,,2729,TRUE
H1-2730,Bp3 Blancas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,,,caja x 100 unid,,2730,TRUE
H1-2731,Bp4 Blancas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,,,caja x 100 unid,,2731,TRUE
H1-2733,BP3 ARGENTINA Stamping dorado (21x9x30 cm),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,600,4500,19800,,35000,caja x 100,,2733,TRUE
H1-2735,Kp0 Verdes / Rojas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,500,4000,,,,,,2735,TRUE
H1-2736,Kp1 Verdes / Rojas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,500,4200,,,,,,2736,TRUE
H1-2737,Kp2 Verdes / Rojas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,500,4300,,,,,,2737,TRUE
H1-2738,Kp3 Verdes / Rojas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,500,4300,,,,,,2738,TRUE
H1-2739,Kp4 Verdes / Rojas,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,600,5400,,,,,,2739,TRUE
H1-2741,"Kp 1 botella ( 12cm ancho x 9,0cm fuelle x 36cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,600,5000,21500,,40000,caja x 100 unid,,2741,TRUE
H1-2742,Kp 2 botellas ( 18cm ancho x 10cm fuelle x 37cm alto),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,700,5500,24500,,44000,caja x 100 unid,,2742,TRUE
H1-2743,Bolsa Botella con cordon impresa con base refuerzo,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,800,6000,,,55000,caja x 100 unid,,2743,TRUE
H1-2745,"Caja Para vino ""El Camino"" (39 largo x8,5 ancho x 8,5 fuelle)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,1200,6420,,,95000,Bulto x 100 unid,x 10: x6 unid $ 6420,2745,TRUE
H1-2746,"Caja para Vino diseño ""Cultura Argentina"" 32x9x9",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,1300,11500,,,100000,Bulto x 100 unid,,2746,TRUE
H1-2747,Box Viñedo para vino (con stamping negro y laminado mate) 31x17x9,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,2800,,,,,Bulto x 100,,2747,TRUE
H1-2748,"Box Premium para copa y Vino ""Rios Y Leyendas""",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,3700,35000,,,310000,x 100 unid,,2748,TRUE
H1-2750,Bolsa Super resistente Negra felicidades (stamping Oro) 1 Botella,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,500,4500,,,,x 100 unid,,2750,TRUE
H1-2752,Caja para 1 botella Kraft con ventana super reforzada (DP),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,600,5000,,,,Bulto x 100 unid,,2752,TRUE
H1-2753,Caja para 2 botellas Kraft con ventana super reforzada (DP),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,850,8000,,,,Bulto x 100 unid,,2753,TRUE
H1-2755,"Bolsas Metalizadas ""El Camino""",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,450,,,,,,,2755,TRUE
H1-2756,Bolsa chica con cordon horizonatal o apaisada (8x11),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,300,,,,,,,2756,TRUE
H1-2757,Bolsa grande con cordon horizonatal o apaisada,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,400,,,,,,,2757,TRUE
H1-2759,Bolsas Organza 7 x 9 cm,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,300,2000,,12000,100000,Bulto x 1000,,2759,TRUE
H1-2760,Bolsas Organza 9 x 13 cm,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,300,2000,,15000,135000,Bulto x 1000,,2760,TRUE
H1-2761,Bolsas Organza 10 x 15 cm,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,400,2500,,18000,160000,Bulto x 1000,,2761,TRUE
H1-2762,Bolsas Organza 13 x 18 cm,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,400,3000,,22000,190000,Bulto x 1000,,2762,TRUE
H1-2763,Bolsas Organza 17 x 24 cm,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,500,4000,,32000,280000,Bulto x 1000,,2763,TRUE
H1-2765,Sobres Hologramados 6x8 con autoadhesivo,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,100,2600,,,23000,10 paq x 50 unid,x 10: paq x 50 $2600,2765,TRUE
H1-2767,Bolsones blancos (70x45x15 cm),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,1000,8000,,,,,,2767,TRUE
H1-2769,"Sobres FB food Colores lisas, lunares y estampa (12cm ancho x 7cm fuelle x 24cm alto)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,2500,,22000,200000,Caja x 1000,,2769,TRUE
H1-2770,Sobres FB food FLUOR (12cm ancho x 7cm fuelle x 24cm alto),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,2800,,25500,225000,Caja x 1000,,2770,TRUE
H1-2771,Sobres FB food Argentina Campeon Stamping (brillosas),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,2500,,22000,200000,Caja x 1000,,2771,TRUE
H1-2772,Sobres FB food Stamping (brillosas),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,3200,,29000,127500,Caja x 500,,2772,TRUE
H1-2773,Sobres FB food fantasia con fuelle DISNEY / MARVEL PROMOOO,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,2500,,20000,45000,Caja x 250,,2773,TRUE
H1-2774,Sobres FB edicion especial F1 (colapinto) y Capibara,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,2500,,20000,90000,Caja x 500,,2774,TRUE
H1-2776,Sobres FB Promo,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,15000,,bulto x 1000 unid,,2776,TRUE
H1-2777,Sobres FB promo Lunares surtidos Murillo,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,15000,,x 500,,2777,TRUE
H1-2779,Sobres promo Nautica y Shabby (14 x 28),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,,,,,2779,TRUE
H1-2781,Bolsa Snack,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,500,,3000,,caja x 1000 unid,,2781,TRUE
H1-2782,Bolsa POP CORN Chica (11x19x7cm),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,,,,,,2782,TRUE
H1-2784,"Bolsa delivery FM3 (12,5x24,5x8)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,1200,4700,8500,76000,Caja 1000 unid,,2784,TRUE
H1-2785,Bolsa delivery FM4 (16x30x10 cm),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,1500,6000,11000,47000,Caja x 500 unid,,2785,TRUE
H1-2786,Bolsa delivery FM5 (20x30x11 cm),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,1500,6500,12000,51000,Caja x 500 unid,,2786,TRUE
H1-2787,"Bolsa delivery FM7 (26x37x12,5 cm)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,2000,9000,16000,36000,Caja x 250 unid,,2787,TRUE
H1-2788,"Bolsa delivery FM8 (26x37,5x17 cm)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,3000,11500,21000,45000,Caja x 250 unid,,2788,TRUE
H1-2790,Bolsas Delivery FM3 (16x8x28) Promo,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,4000,6000,16000,caja x 300 unid,,2790,TRUE
H1-2791,Bolsas Delivery FM5 (20x11x30) Promo,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,4600,8000,17500,caja x 250 unid,,2791,TRUE
H1-2792,"Bolsas Delivery FM7 (26x12,5x37,5) Promo",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,7000,12000,23750,caja x 250 unid,,2792,TRUE
H1-2793,Bolsas Delivery FM8 (26x17x38) Promo,BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,,,8000,14500,31250,caja x 250 unid,,2793,TRUE
H1-2795,"Sobre Carta Com Nª 6800 Blanco 80 grs (11,4x16,2)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,100,700,2500,4500,18500,Caja x 500 unid,,2795,TRUE
H1-2796,Sobre Oficio Ingles Nª2820 Blanco 80 grs (13x19),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,200,800,3000,4700,41000,Caja x 1000 unid,,2796,TRUE
H1-2798,Carta Corazón Diseño bordo y Beige (12x10),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,400,3000,,,27000,x 100 unid,,2798,TRUE
H1-2800,"Sobres mini colores impresos y pasteles (7,5x 10) papel obra de 120 grs",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,150,1500,,10000,40000,Caja x 500 unid,,2800,TRUE
H1-2801,"Sobres en papel kraft misionero 100 grs. GRANDE (18,5 x 12,5)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,400,3000,,21000,190000,x 200 unid,,2801,TRUE
H1-2804,Sobre Manila con solapa Kraft 80 grs (13x19),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,100,600,,4000,35000,Caja x 1000 unid,,2804,TRUE
H1-2805,"Sobre Manila con solapa Kraft 80 grs ( 14x21,5)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,100,800,,4500,39000,Caja x 1000 unid,,2805,TRUE
H1-2806,"Sobre Manila con solapa Kraft 80 grs ( 23x32,5)",BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,200,1000,,7500,65000,Caja x 1000 unid,,2806,TRUE
H1-2807,Sobre Manila con solapa Kraft 80 grs ( 25x35),BOLSAS CON MANIJA KP / ORGANZA / SOBRES DELIVERY / MANILA,,200,1200,,8500,73000,Caja x 1000 unid,,2807,TRUE
H1-2809,20 x 30 Blanca Reforzada (calidad 4000),CAMISETAS,,1400,,,,48000,Bolson x 40 paq,,2809,TRUE
H1-2811,30 x 40 Blanca funda amarilla (poly),CAMISETAS,,1400,,,,24000,Bolson x 20 paq,,2811,TRUE
H1-2812,30 x 40 Rayada naranja (Funda Naranja) (calidad 3200),CAMISETAS,,1700,,,,34000,Bolson x 20 paq,,2812,TRUE
H1-2813,30 x 40 Mamut ( funda roja) (Poly),CAMISETAS,,1800,,,,30000,Bolson x 20 paq,,2813,TRUE
H1-2814,30 x 40 Blanca (Funda AZUL) (calidad 4000),CAMISETAS,,2500,,,,45000,Bolson x 20 paq,,2814,TRUE
H1-2816,30 x 40 Blanca Cp x 80 unid,CAMISETAS,,1400,,,,24000,Bolson x 20 paq,,2816,TRUE
H1-2817,30 x 40 Blanca Virgen 12 mc x 70 unid (ol),CAMISETAS,,1500,,,,26000,Bolson x 20 paq,,2817,TRUE
H1-2818,30 x 40 Color Cp x 80 unid,CAMISETAS,,1200,,,,21000,Bolson x 20 paq,,2818,TRUE
H1-2819,30 x 40 Color (G),CAMISETAS,,1200,,,,21000,Bolson x 20 paq,,2819,TRUE
H1-2820,30 x 40 Baja densidad BLANCA paq x 100 unid (ideal Heladerias),CAMISETAS,,4200,,,,76000,bulto x 20 paq,,2820,TRUE
H1-2822,40 x 50 Blanca (Funda amarilla) Liviana (calidad 4900),CAMISETAS,,2900,,,,46000,Bolson x 20 paq,,2822,TRUE
H1-2823,40 x 50 Blanca (Funda amarilla) ( Poly ) Liviana (calidad 4900),CAMISETAS,,2300,,,,40000,Bolson x 20 paq,,2823,TRUE
H1-2824,40 x 50 Mamut (funda azul) (Poly),CAMISETAS,,3000,,,,54000,Bolson x 20 paq,,2824,TRUE
H1-2825,40 x 50 Blanca (funda azul) Reforzada (calidad 6800),CAMISETAS,,3500,,,,62000,Bolson 20 paq,,2825,TRUE
H1-2826,40 x 50 Blanca Reforzada (Funda Verde) (calidad 7600),CAMISETAS,,3800,,,,68000,Bolson x 20 paq,,2826,TRUE
H1-2828,40 x 50 Blanca 10 micrones (CP) x 80 unid,CAMISETAS,,2000,,,,35000,Bolson x 20 paq,,2828,TRUE
H1-2829,40 x 50 Blanca Virgen 12 mc x 70 unid (Pl),CAMISETAS,,2700,,,,38000,Bolson x 20 paq,,2829,TRUE
H1-2830,40 x 50 Blanca ref (6kg) (G) (reemplazo funda azul),CAMISETAS,,3300,,,,58000,Bolson x 20 paq,,2830,TRUE
H1-2831,40 x 50 Color 10 micrones (CP) x 80 unid,CAMISETAS,,1700,,,,30000,Bolson x 20 paq,,2831,TRUE
H1-2832,40 x 50 Color (Ger) 65 unid aprox PROMO,CAMISETAS,,1400,,,,25000,Bolson x 20 paq,,2832,TRUE
H1-2833,40 x 50 Color 16 micrones (CP) x 100 unid,CAMISETAS,,3800,,,,67000,Bolson x 20 paq,,2833,TRUE
H1-2834,40 x 50 Negra 16 micrones (CP) x 70 unid,CAMISETAS,,3500,,,,62000,Bolson x 20 paq,,2834,TRUE
H1-2836,45 x 60 Blanca Biodegradable (Funda Azul) (calidad 10500),CAMISETAS,,6200,,,,110000,Bolson x 20 paq,,2836,TRUE
H1-2837,45 x 60 Color (G),CAMISETAS,,4300,,,,38000,Bolson x 10 paq,,2837,TRUE
